Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Sexo,Rango de edad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2015,7,Chiapas,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mujer,Menores de edad (0-17),0,0,0,1,0,1,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Rapto,Rapto,Rapto,Mujer,Menores de edad (0-17),1,1,0,0,0,1,0,0,1,0,1,0
2015,7,Chiapas,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),1,2,0,1,0,2,0,0,1,2,1,0
2015,7,Chiapas,El patrimonio,Extorsión,Extorsión,Extorsión,Mujer,Menores de edad (0-17),0,0,1,0,0,1,0,0,2,1,0,0
2015,7,Chiapas,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Mujer,Menores de edad (0-17),0,2,1,1,0,0,1,2,4,2,3,1
2015,7,Chiapas,La sociedad,Trata de personas,Trata de personas,Trata de personas,Mujer,Menores de edad (0-17),6,4,4,3,2,0,1,5,1,5,3,2
2015,7,Chiapas,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Mujer,Menores de edad (0-17),0,1,0,0,0,0,0,0,0,0,1,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Adultos (18 y más),0,0,1,3,0,1,1,1,1,1,3,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,1,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Adultos (18 y más),0,5,2,1,1,0,1,2,0,1,3,1
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Adultos (18 y más),3,7,7,8,11,4,4,5,2,3,5,3
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Adultos (18 y más),10,11,7,10,5,10,10,4,3,6,1,4
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,Adultos (18 y más),0,0,1,0,0,1,0,0,0,0,1,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,Adultos (18 y más),2,5,3,5,1,1,3,3,3,2,2,1
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,Adultos (18 y más),12,16,14,10,14,11,12,16,15,6,21,7
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mujer,Adultos (18 y más),10,9,16,11,15,7,5,6,11,3,5,4
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mujer,Adultos (18 y más),8,4,13,17,8,10,11,12,4,2,4,3
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,0,1,0,0,0,1,1,0
2015,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,2,2,0,1,1,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Mujer,Adultos (18 y más),2,2,0,3,2,1,0,2,0,3,1,5
2015,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,1,0,0,1
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Rapto,Rapto,Rapto,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),2,3,3,1,2,4,2,0,2,1,1,5
2015,7,Chiapas,El patrimonio,Extorsión,Extorsión,Extorsión,Mujer,Adultos (18 y más),3,4,4,8,5,6,13,3,3,9,6,3
2015,7,Chiapas,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La sociedad,Trata de personas,Trata de personas,Trata de personas,Mujer,Adultos (18 y más),8,1,10,12,11,0,0,1,1,7,0,6
2015,7,Chiapas,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Mujer,Adultos (18 y más),1,0,0,1,0,0,2,0,1,2,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,No especificado,0,0,0,0,0,0,1,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,1,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,1,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,No especificado,0,0,0,0,1,0,0,3,1,2,0,1
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mujer,No especificado,0,0,0,0,0,2,0,0,3,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mujer,No especificado,0,0,0,0,0,3,1,1,0,5,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Rapto,Rapto,Rapto,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,1,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,El patrimonio,Extorsión,Extorsión,Extorsión,Mujer,No especificado,0,0,0,0,0,0,0,0,1,0,0,0
2015,7,Chiapas,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Mujer,No especificado,0,3,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La sociedad,Trata de personas,Trata de personas,Trata de personas,Mujer,No especificado,0,0,1,0,0,0,0,0,2,2,0,0
2015,7,Chiapas,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,1,0,1,2,1,1,0,1,1,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,1,0,0,1,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Menores de edad (0-17),0,2,0,2,0,2,0,1,1,1,1,11
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Menores de edad (0-17),1,4,4,4,4,2,3,0,1,0,0,10
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Menores de edad (0-17),4,10,4,10,4,4,7,7,1,4,1,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,1,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Hombre,Menores de edad (0-17),0,0,1,2,2,3,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Hombre,Menores de edad (0-17),0,0,3,2,4,5,3,0,3,5,4,1
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Hombre,Menores de edad (0-17),0,1,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Hombre,Menores de edad (0-17),5,3,5,1,4,2,1,1,3,2,4,1
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Hombre,Menores de edad (0-17),2,2,6,4,2,0,2,3,1,1,0,3
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),0,0,1,0,0,0,0,0,1,0,1,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Rapto,Rapto,Rapto,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),2,2,0,2,0,0,0,0,2,0,1,1
2015,7,Chiapas,El patrimonio,Extorsión,Extorsión,Extorsión,Hombre,Menores de edad (0-17),0,0,0,0,1,1,0,1,12,1,0,1
2015,7,Chiapas,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Hombre,Menores de edad (0-17),0,0,5,0,1,4,1,0,0,2,4,1
2015,7,Chiapas,La sociedad,Trata de personas,Trata de personas,Trata de personas,Hombre,Menores de edad (0-17),0,0,1,3,1,0,0,0,0,0,0,1
2015,7,Chiapas,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Hombre,Menores de edad (0-17),0,0,0,0,1,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Adultos (18 y más),13,12,10,14,10,13,9,15,21,15,13,12
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Adultos (18 y más),9,8,9,12,7,9,9,10,12,11,5,8
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Adultos (18 y más),15,15,8,16,23,12,11,26,19,14,13,4
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Adultos (18 y más),2,0,0,0,0,0,0,0,0,1,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,1,0,0,1,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Adultos (18 y más),21,33,35,32,27,33,30,27,18,29,24,24
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Adultos (18 y más),45,44,51,48,52,27,35,28,37,38,37,36
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Hombre,Adultos (18 y más),4,2,3,4,4,3,2,2,3,2,3,2
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Hombre,Adultos (18 y más),7,14,9,9,12,10,3,7,11,12,10,7
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Hombre,Adultos (18 y más),33,23,25,24,38,28,26,25,27,36,34,20
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Hombre,Adultos (18 y más),0,0,1,0,0,0,0,0,0,1,1,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,0,0,1,0,0,2,2,1,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Hombre,Adultos (18 y más),24,18,9,16,41,17,11,7,9,17,20,27
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Hombre,Adultos (18 y más),16,14,17,23,24,9,13,4,8,13,17,17
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),0,0,1,0,0,1,0,0,0,1,1,1
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Rapto,Rapto,Rapto,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),0,0,1,0,0,2,0,5,0,0,0,0
2015,7,Chiapas,El patrimonio,Extorsión,Extorsión,Extorsión,Hombre,Adultos (18 y más),7,9,7,16,32,10,7,9,0,17,21,12
2015,7,Chiapas,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La sociedad,Trata de personas,Trata de personas,Trata de personas,Hombre,Adultos (18 y más),1,0,0,0,2,0,0,0,0,22,1,0
2015,7,Chiapas,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Hombre,Adultos (18 y más),0,0,0,0,1,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,No especificado,0,0,1,0,0,0,1,0,1,0,0,1
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Hombre,No especificado,0,0,0,0,0,2,0,4,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,5
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Hombre,No especificado,0,0,0,0,6,4,4,0,1,6,1,8
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Hombre,No especificado,0,0,0,0,2,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Hombre,No especificado,0,0,0,0,2,2,1,4,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Hombre,No especificado,3,0,0,0,1,10,2,2,13,8,8,8
2015,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,Chiapas,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Hombre,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
